"id","nome","Municipio","Classificação.autora","UF","decimallon","decimallat"
"104","Rio Macaco Branco","Itapiranga","Guarani","SC",-53.76149498, -27.14960842
"107","Jose Emilio Welter","Itapiranga","Guarani","SC",-53.75596206, -27.13868301
"108","Corredeira Capela II","Itapiranga","Guarani","SC",-53.75550376, -27.16273636
"112","Tarcisio Ternus","Itapiranga","Guarani","SC",-53.73946313, -27.18946803
"113","Maria Goretti","Itapiranga","Guarani","SC",-53.706896, -27.050117
"114","Arroio Santa Fe II","Itapiranga","Guarani","SC",-53.69745059, -27.15968786
"117","Posto AgroPecuario","Itapiranga","Guarani","SC",-53.68678677, -27.15960387
"118","Orlando Pils","Itapiranga","Guarani","SC",-53.67515659, -27.15748938
"119","Arroio Vitória II","Itapiranga","Guarani","SC",-53.64921891, -27.17480916
"120","JBS","Itapiranga","Guarani","SC",-53.64790226, -27.21258499
"126","Arroio Lajeado","Itapiranga","Guarani","SC",-53.64437461, -27.18969789
"131","Sao Pedro Canisio II","Itapiranga","Guarani","SC",-53.63261175, -27.19536012
"133","Audt","Itapiranga","Guarani","SC",-53.63144481, -27.20753569
"134","Silvio Theisen","Itapiranga","Guarani","SC",-53.61748963, -27.1842747
"140","Linha Glória VI","Itapiranga","Guarani","SC",-53.60709083, -27.18528962
"141","Lote Colonial 6","Itapiranga","Guarani","SC",-53.5879944, -27.17319189
"144","Adalibio Ritter","Itapiranga","Guarani","SC",-53.57489576, -27.16688239
"149","Olho D' agua XI","Jaguaruna","Guarani","SC",-49.183346, -28.7465335
"150","Jaboticabeira VI","Jaguaruna","Guarani","SC",-48.97519674, -28.58061313
"151","riacho dos francisco II","Jaguaruna","Guarani","SC",-48.9453479, -28.61316257
"152","Aldeia do Tuquarucu","Laguna","Guarani","SC",-48.90163522, -28.4331188
"153","Corredeira das Antas","Mondaí","Guarani","SC",-53.54591644, -27.17371879
"154","Nelson Kuffel","Mondaí","Guarani","SC",-53.53590721, -27.18348283
"155","Joao Fritzen","Mondaí","Guarani","SC",-53.5290325, -27.19092486
"156","Odemar Krein","Mondaí","Guarani","SC",-53.50196233, -27.20143571
"158","Helio Gabriel","Mondaí","Guarani","SC",-53.49896153, -27.17367038
"160","Terra Nova","Mondaí","Guarani","SC",-53.45868866, -27.11622589
"161","Paul Ramminger","Mondaí","Guarani","SC",-53.45232579, -27.10744895
"163","Egon Ulrich","Mondaí","Guarani","SC",-53.40257808, -27.12083393
"164","Bottega","Mondaí","Guarani","SC",-53.36144867, -27.09376516
"165","Alcides Moratelli","Nova Itaberaba","Guarani","SC",-52.91979775, -26.92945135
"168","Areal I","Palhoça","Guarani","SC",-48.6710254, -27.8907257
"169","Pinheira","Palhoça","Guarani","SC",-48.66409093, -27.90331289
"170","Praia da Pinheira 2","Palhoça","Guarani","SC",-48.58813932, -27.88546486
"171","Dorival Santos","Palmitos","Guarani","SC",-53.31879314, -27.20236741
"175","Claus R. Papke e Curt F. Geib","Palmitos","Guarani","SC",-53.31583291, -27.21685478
"177","Orlando Knoll","Palmitos","Guarani","SC",-53.31355438, -27.19255466
"178","Lauro Santos","Palmitos","Guarani","SC",-53.29796845, -27.16328423
"179","Edelvira Silva","Palmitos","Guarani","SC",-53.29374097, -27.19385497
"180","Natalino Felkiker e Celio Felkiker","Palmitos","Guarani","SC",-53.19679236, -27.18842342
"182","Lourival Hoffmann","Palmitos","Guarani","SC",-53.18499606, -27.18794903
"185","Joao Felkiker","Palmitos","Guarani","SC",-53.15134676, -27.1404043
"186","Helio Rodrigues da Silva","Palmitos","Guarani","SC",-53.08865556, -27.16281257
"187","Bruno Jose Hippler","Palmitos","Guarani","SC",-53.07234571, -27.13959872
